RegionID_x,RegionName_x,monthly_price_slope,monthly_price_change_std,total_data_points,last_avg_price,sharpe_ratios,Region,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange,zillow_1yr_revenue_forecast,first_three_zip_digits,last_two_zip_digits_x,RegionID_y,RegionName_y,monthly_rent_approx,last_two_zip_digits_y,zip_abs_diff,approx_rental_yield
69403,27546,999.0,1181.0,61,217665.0,0.8458933107535986,Zip,NC,Harnett County,Lillington,2022-11-30,16.2,35261.73,275,46,69402,27545,1742.0,45,1,0.0080031240667999
77514,45223,1457.0,1356.0,61,186830.0,1.0744837758112094,Zip,OH,Hamilton County,Cincinnati,2022-11-30,16.1,30079.63,452,23,77510,45219,1590.0,19,4,0.008510410533640208
90625,75020,1097.0,1000.0,61,186431.0,1.097,Zip,TX,Grayson County,Denison,2022-11-30,16.0,29828.96,750,20,90624,75019,1856.0,19,1,0.009955425868015512
86300,64052,979.0,776.0,61,141401.0,1.2615979381443299,Zip,MO,Jackson County,Independence,2022-11-30,16.0,22624.16,640,52,86303,64055,1254.0,55,3,0.008868395555901302
84464,60409,837.0,1155.0,61,149565.0,0.7246753246753247,Zip,IL,Cook County,Calumet City,2022-11-30,16.0,23930.4,604,9,84460,60402,1207.0,2,7,0.008070069869287601
67010,21740,942.0,1386.0,61,233908.0,0.6796536796536796,Zip,MD,Washington County,Hagerstown,2022-11-30,16.0,37425.28,217,40,66989,21704,2300.0,4,36,0.009832925765685655
69204,27101,1062.0,804.0,61,160220.0,1.3208955223880596,Zip,NC,Forsyth County,Winston-Salem,2022-11-30,16.0,25635.2,271,1,69204,27101,1713.0,1,0,0.010691549119960056
71763,32063,1033.0,1089.0,61,234023.0,0.9485766758494031,Zip,FL,Baker County,Macclenny,2022-11-30,15.9,37209.657,320,63,71765,32065,1920.0,65,2,0.008204321797430168
69335,27405,1029.0,754.0,61,161252.0,1.3647214854111407,Zip,NC,Guilford County,Greensboro,2022-11-30,15.9,25639.068,274,5,69336,27406,1369.0,6,1,0.008489817180562102
70668,29691,911.0,1296.0,61,185107.0,0.7029320987654321,Zip,SC,Oconee County,Walhalla,2022-11-30,15.9,29432.013,296,91,70658,29681,1679.0,81,10,0.009070429535349825
73222,34788,1420.0,1596.0,61,252310.0,0.8897243107769424,Zip,FL,Lake County,Leesburg,2022-11-30,15.8,39864.98,347,88,73221,34787,2207.0,87,1,0.00874717609290159
77032,44132,812.0,742.0,61,132286.0,1.0943396226415094,Zip,OH,Cuyahoga County,Euclid,2022-11-30,15.8,20901.188000000002,441,32,77018,44118,1204.0,18,14,0.00910149222139909
61222,08865,1208.0,1851.0,61,247570.0,0.6526202052944354,Zip,NJ,Warren County,Phillipsburg,2022-11-30,15.8,39116.06,088,65,61189,08820,2503.0,20,45,0.010110271842307226
69389,27530,579.0,943.0,61,161317.0,0.6139978791092259,Zip,NC,Wayne County,Goldsboro,2022-11-30,15.8,25488.086,275,30,69388,27529,1561.0,29,1,0.00967659949044428
76581,43213,1195.0,745.0,61,176654.0,1.604026845637584,Zip,OH,Franklin County,Whitehall,2022-11-30,15.8,27911.332,432,13,76575,43206,1434.0,6,7,0.008117563146036885
